channel,time_on_page,device_tier,loan_amount_requested,hour_of_day,monthly_income,existing_emi,rent,total_obligations,dti_ratio,avg_monthly_balance,bounce_count_6m,income_stability_score,converted,defaulted
app,104.2968630109597,low,184538.25120803778,15,47792.87463293686,14094.927217531374,15754.716735471258,29849.643953002633,0.624562639980469,68468.90048878042,1,0.5855908715293296,1,0
app,27.256999832834516,low,183945.77616605494,14,35390.21513677483,7229.628134855939,3078.7408574503243,10308.368992306263,0.29127737575108964,16867.640095029717,1,0.7069283283614118,0,1
whatsapp,190.53243881133338,low,163611.4741845457,6,73798.42974736472,27579.663787191872,2473.0183770987423,30052.682164290614,0.4072265801206125,110749.05866348505,0,0.9935992521545942,1,0
web,231.43675719727355,low,22826.90003458913,4,70073.90044465874,30772.328757804855,14170.65387299611,44942.982630800965,0.6413655062100467,20696.425389785123,0,0.7916821576343576,1,0
whatsapp,89.08465536947855,mid,55786.60795565272,4,32042.05564912143,15923.430150777132,21396.2712520013,37319.70140277843,1.1647099615408636,24919.180443226775,1,0.6707073494895514,1,1
whatsapp,33.394557107524776,low,166178.10423628235,20,38049.8441515163,9318.672689854951,6735.554500030211,16054.227189885161,0.42192622723910406,37098.150977821766,0,0.7859267696217938,0,0
app,68.80242139342691,mid,74466.57578151954,8,24411.250612309057,8009.950024571723,6504.585615702083,14514.535640273805,0.5945838609741296,9062.07557702977,0,0.7440313892340229,0,0
app,98.47129165490358,high,127517.69218475369,22,34506.24473149419,13466.777925014629,5887.487597884717,19354.265522899346,0.5608916784049386,41635.3640085693,1,0.3975967641468153,1,1
whatsapp,83.77321772241655,mid,274560.15618449234,13,58392.47278061083,14832.820127271754,7213.024755694655,22045.84488296641,0.37754600607163724,47513.36826360286,1,0.759533645991959,1,0
whatsapp,27.260814064004336,low,72216.50953676121,18,27668.712835815608,9269.892340705375,1507.1469215000889,10777.039262205464,0.3895027327854293,12271.444489299854,0,0.7559058806252369,1,1
app,97.20587265432127,mid,191784.3984189949,17,30228.221312757098,7753.537824688263,10291.69828397788,18045.23610866614,0.5969665208534972,21578.05983845801,0,0.9123365529645083,1,0
whatsapp,145.6611595085655,low,131564.08218087768,8,20246.09871534862,5968.536477488579,2936.4351663952866,8904.971643883866,0.4398364232578291,25195.086841592634,0,0.9127511645331337,1,0
app,21.490662332222094,high,343597.56914407003,2,27400.059371602336,6237.018765916109,5023.085778348404,11260.104544264514,0.4109518301239371,16592.618692827484,0,0.6432271938926519,1,0
whatsapp,24.0979816159772,mid,131790.65677102347,10,49355.22476547818,22118.037204557706,2259.350287569114,24377.38749212682,0.49391705960131166,51649.582996957986,0,0.7878599597371267,1,0
app,39.104972719639846,mid,75142.16395391292,23,32197.424683123936,8663.373233988481,1208.5697598365462,9871.942993825027,0.3066066025771104,46452.83800992104,1,0.8166976037840319,0,0
app,56.2081934760091,high,108457.50661290318,14,20419.48749328273,4017.107310099591,1839.1648618948473,5856.272171994438,0.28679819578826055,26553.71863209798,2,0.7137182591068869,0,0
whatsapp,119.91477599790038,high,53635.582565520504,3,40378.4101285349,31999.40743051024,12495.450723005473,44494.858153515714,1.1019467584750637,63609.43046600199,2,0.5377935573391361,1,1
whatsapp,144.57003000723614,high,159908.63900825038,20,35394.853703986926,5553.19481317197,891.2448041686114,6444.439617340581,0.18207278581334185,51165.08561524975,1,0.9290750382353503,1,0
whatsapp,32.109336091375795,low,83682.34083147252,23,63597.80283035055,15309.828555709986,4992.135203119319,20301.963758829304,0.3192242947918426,68169.9552670685,0,0.7356287156684737,1,0
whatsapp,77.51488879949476,high,108354.52781769042,4,33931.01393440549,3742.408816232341,3532.701327725195,7275.110143957536,0.21440886376167773,38526.375438001436,1,0.7280131443610475,1,0
sms,140.6361795148622,high,200456.9670399307,17,22081.197647579374,9529.452404225944,2918.4017261833064,12447.85413040925,0.5637309320390885,14937.582186541378,0,0.5920445695230794,1,1
whatsapp,254.3142909700342,high,49792.03860272236,21,58786.14401397117,13114.707199121422,12818.848146344068,25933.555345465487,0.44115081505094283,110380.07281824134,1,0.7588056665309035,1,0
web,77.21396548268334,mid,184890.20569061226,22,22364.588607672464,5246.407251171172,3437.2404541116553,8683.647705282827,0.3882766572466166,40781.06792884649,0,0.7416967540129219,0,0
whatsapp,80.39574771620465,mid,38434.13744869235,11,18944.988025410876,7560.566236241163,2282.0800132451486,9842.646249486312,0.5195382671281918,31629.5386761439,0,0.6303445820086654,0,0
web,89.48084949781084,mid,100322.25633972615,0,21590.46198523678,1275.6254735051948,8752.801494656876,10028.426968162072,0.46448413077123374,10110.250795235082,1,0.7219765708970821,0,0
web,51.56703869960943,mid,141467.84188915393,21,26758.773172011115,2537.7318165396428,8317.553354046802,10855.285170586445,0.40567200524502195,42550.728240077646,0,0.8443507321103715,0,0
app,72.86978060706555,high,166193.3015973964,19,14112.521770710262,7984.081793763303,708.1305609255236,8692.212354688827,0.6159219802040639,26383.849756543827,0,0.861763872802605,1,0
app,7.96371923888255,mid,52726.11649109578,1,15316.409022272977,8173.052451056639,7129.286253451627,15302.338704508267,0.9990813566192801,28146.298450902796,0,0.49449751395569774,0,1
app,40.7119796894435,low,276885.2481011824,8,53659.39606712995,19044.07205671544,8561.512019337897,27605.584076053336,0.514459462822088,98148.51015810332,0,0.7615674537071775,0,0
whatsapp,96.12799131969156,high,142733.6656912406,21,33337.0795251063,12121.118284103663,10987.412261338499,23108.53054544216,0.6931780130301763,47108.571650656566,0,0.8551053344307336,1,0
sms,30.436675556103253,mid,167438.52632892565,17,33437.578783622615,4886.251031953585,6859.852067079183,11746.103099032767,0.3512844986487445,21747.59238181748,1,0.5085981570051251,0,0
web,121.86437266877695,high,143282.42424718695,4,35306.651271245144,7517.34446158732,4424.184310991108,11941.52877257843,0.3382232056174636,44274.52661665722,1,0.6886544300471372,1,0
sms,11.856360761411864,high,54285.3062415462,21,48150.03691718071,12081.914719014494,12985.762721084791,25067.677440099287,0.5206159547336657,34228.88406618139,0,0.7667152898501962,0,0
whatsapp,118.6269622198844,mid,68020.91719972096,13,24112.570325028806,6762.413076424721,9452.075046627457,16214.488123052179,0.6724495939042039,39579.33071365017,1,0.8242082905406992,0,0
web,118.40521073515866,mid,215081.31235040622,10,48059.395473982884,11729.200071544687,20216.37176614717,31945.57183769186,0.664710230385351,24505.539786852034,0,0.6847769145307313,0,1
sms,257.28242106650504,high,219018.574325073,20,38420.86457395338,12688.526674886736,9435.958542610511,22124.485217497248,0.5758455844977544,22649.627681052185,0,0.6899277491238094,1,0
whatsapp,49.91702426173891,mid,26597.614889009186,21,22497.40639782626,13274.210763525036,4113.6693637620565,17387.88012728709,0.7728837635687258,15234.471212651359,0,0.7456235663581384,0,0
whatsapp,66.7688026052983,low,158890.64723884413,2,49242.021967711924,4268.10892676114,27926.2705896066,32194.37951636774,0.653798894315868,62523.78638533829,0,0.5935328216816667,0,0
web,181.2864898905644,low,99218.7367262795,8,37370.45389751808,9812.402967584105,5668.258386321543,15480.661353905649,0.41424868417061916,47025.209599364425,0,0.5457347358335229,1,0
app,166.069749929527,low,137623.56522444365,1,21519.683704488503,6835.965596047674,2506.7627388471833,9342.728334894857,0.43414803224762,25581.08899233539,1,0.5523559099442341,1,1
web,134.43203905115558,mid,119948.10485589167,13,22351.819340131235,16390.26620013317,5113.564932759137,21503.83113289231,0.962061781444501,10316.151230689105,1,0.7020654021443072,0,0
whatsapp,85.88494261952464,mid,118813.66814170779,1,46160.65886227205,15806.695741017822,17932.003676818444,33738.699417836266,0.7308972672704098,47738.579597969314,2,0.44132695753312884,1,1
web,178.0266105519789,mid,62114.83053464132,20,60309.043997372675,23912.715091736172,25213.041317112304,49125.75640884848,0.8145669895047352,112852.91880929921,1,0.44511744744041426,0,0
whatsapp,317.3322155787811,high,187450.45575836333,9,41827.5626683434,1051.9985621699639,3808.313244349504,4860.3118065194685,0.11619878129303304,79004.5984126283,1,0.42626172542752305,1,0
whatsapp,102.5675314505971,mid,74768.74757872718,18,56652.19679782822,22046.292636829203,21124.203558479898,43170.4961953091,0.7620268698382416,60325.12718618068,0,0.7739754432057143,1,0
whatsapp,69.24654350645304,mid,97925.24940496446,1,67260.94942171958,20556.37974618944,24352.506226371086,44908.88597256053,0.6676814163146316,45221.1401894502,1,0.5480010278371251,1,0
web,111.3654334122336,high,63108.41569367098,15,32448.41864959986,3087.7519369783527,5972.072766764759,9059.824703743112,0.27920697158087343,64468.93860944251,0,0.8445856030609148,1,0
web,76.40453655866723,low,108324.2167406816,5,39429.969946903875,22593.715573542573,18594.744044264935,41188.45961780751,1.0445977938423896,23497.453799478117,1,0.5256269228582615,0,0
app,53.54235380662356,high,46626.31285909828,11,50749.17553474607,18305.405679829717,18252.74710509396,36558.15278492367,0.7203693931912976,86968.19575460583,0,0.80408170161788,1,0
app,122.2232458729868,mid,77174.53921193695,21,20462.855170803454,12908.002583500902,4065.577170169959,16973.57975367086,0.8294824750501525,14946.465951266771,1,0.6591773477996269,1,1
web,44.14037011485371,high,186879.63624050296,6,60908.1119888492,17264.796244870704,11314.32270441645,28579.118949287156,0.4692169567580637,111939.39474624285,0,0.6380505331244146,1,0
app,101.08491776910273,mid,51903.60837228132,3,71801.9568890481,16137.632309980743,15638.343629429042,31775.975939409785,0.44255027740416014,29732.416964955624,0,0.3613430700498888,1,0
web,15.168749896959845,high,157915.59021338544,7,25107.504439206026,3188.99596096038,1765.1216336354876,4954.117594595868,0.19731620904783684,19315.762719669303,0,0.881520938940057,1,0
app,199.41029059559443,high,43716.748712802204,18,152491.5269806086,54969.273445445644,18895.122889792616,73864.39633523826,0.48438361001284436,206987.64417762528,0,0.8050841601240869,1,0
app,34.258342073031685,mid,71710.95926797664,9,54028.83384359215,6698.311438002325,1652.820713967123,8351.132151969448,0.1545680622340491,20013.000976688934,0,0.8205931531090009,0,0
app,18.725469342561777,mid,72444.47495753475,0,33647.38355107367,14772.409797308315,7966.251312804299,22738.661110112615,0.6757928465848584,30454.496099970627,0,0.790924507707333,0,0
whatsapp,162.253909054082,mid,177256.3212577019,4,12853.591339274035,6877.589914535464,1941.8547685829194,8819.444683118383,0.6861463423199591,11679.074985427202,0,0.872420161454794,1,0
web,182.87726212799646,high,220179.26953349108,5,34686.8853928533,8400.767855216256,1463.3650511893584,9864.132906405615,0.2843764378002635,38856.09163983245,0,0.7421053893655863,1,0
app,84.60744107837965,mid,87921.407355452,18,44845.725733229294,752.9343268797834,8582.778773445116,9335.7131003249,0.20817397751258657,9263.201253819545,0,0.8089814578500975,1,0
whatsapp,61.87475128519382,mid,46385.90107201429,17,42353.630386734854,13765.65277402313,13185.334431184925,26950.987205208054,0.6363323984063736,58121.60578097781,1,0.7590202987461676,0,0
web,50.90514318651559,mid,79418.7728284156,18,18857.694818635973,314.81547600293163,1301.4203987862024,1616.235874789134,0.08570696950678729,17666.463662824935,0,0.7921602814147868,1,0
app,81.26497420702319,low,83486.25188159308,18,26089.92397521227,4001.8958417078793,5125.872272175767,9127.768113883645,0.3498579805198294,16587.354788058794,1,0.9274162785018288,0,0
app,64.60544819232842,mid,77737.22513158688,22,51025.9975381025,6331.416872262753,7155.5333930886,13486.950265351352,0.2643152690014591,29149.134445931297,0,0.6744547069462089,1,0
sms,58.61270754060436,mid,99267.65496848735,0,48840.74788701832,2522.3241064545796,797.6885613361567,3320.0126677907365,0.06797628642933175,77903.92288411004,1,0.7729944543107069,0,0
app,31.039370798348887,low,63125.99525582307,19,58168.715377375396,12977.314261141293,23131.341600296488,36108.65586143778,0.6207573199301246,41611.072305412505,2,0.8702770031986662,1,0
whatsapp,23.339419610375074,low,48188.73758342848,10,38536.86714930129,14431.558868702035,3058.9890017862267,17490.547870488263,0.4538653285625317,54688.95591481905,0,0.8920336689139436,1,0
sms,71.28658206192594,low,29044.488542612227,2,35744.0890245326,18957.112370185445,14643.19312720299,33600.305497388435,0.9400241106809911,7780.845951604428,0,0.7644747217331432,0,1
app,79.43959695000162,mid,172829.21554721793,9,46899.29102943453,8279.932983681789,2466.077448198468,10746.010431880257,0.22912948567038974,91291.10622556118,1,0.9608960513847539,0,0
whatsapp,36.035977942145664,mid,119355.05695486646,6,38070.93498863528,5970.811580522757,6605.195552758991,12576.007133281748,0.33033092402474135,13123.010861285185,1,0.4838707883222,1,0
whatsapp,40.68444160610759,high,149756.37117009494,16,16898.456664332316,4120.20282950491,4464.910891898505,8585.113721403415,0.5080412899199293,15684.345881227808,2,0.8599801149688387,1,1
web,79.29851832689494,mid,138491.47074852115,23,77669.6278460177,15430.99038866631,7996.093918855444,23427.084307521756,0.30162477865822446,108871.55823135945,1,0.26665489953252897,1,0
app,30.29588174605493,low,103445.52629572089,15,57576.52945770875,16988.972191593293,10092.537108496997,27081.509300090293,0.47035675048775333,76212.24566030291,1,0.5595929843630667,0,0
app,137.99212111796243,mid,99118.97591234272,6,44870.286708347165,569.29524079088,10863.763093662848,11433.058334453728,0.25480243549071974,81058.4597766325,0,0.8486654072664995,1,0
web,98.23302805586763,low,273387.577365902,12,18323.17341328396,1678.1692012457731,6099.541972733869,7777.711173979643,0.42447402524395406,35647.56235908052,0,0.7656120342619535,0,0
web,35.73946061786468,mid,78412.49104406516,11,55207.08304926427,11088.198430756738,11887.439027826666,22975.637458583406,0.4161719147175553,82565.45740820131,1,0.9447473958938416,0,0
whatsapp,94.69095115225204,mid,109845.63452381217,11,29163.052029709805,9920.347342624043,9018.068556831458,18938.415899455504,0.6493975966631348,39364.10697627417,1,0.9028825215825663,1,0
whatsapp,30.98369261952537,low,82827.16297616134,7,54998.89492548285,9739.918925681633,13060.38833461316,22800.307260294794,0.4145593705325639,20736.485802331383,0,0.6850311186727251,0,0
whatsapp,118.78764560394471,low,56565.92392179141,7,47724.70052306377,14869.897999190562,6748.3972507097105,21618.29524990027,0.45297917038689145,47397.124323899385,0,0.4807817182327051,1,0
web,32.112819478627905,low,339007.55723583937,12,30640.221584598716,7911.046130505061,11712.418785573565,19623.46491607863,0.6404478786779515,16440.999297203416,0,0.7758621647105579,0,0
whatsapp,60.92833642235484,low,145897.24864065644,10,61450.16565490021,31203.50654532513,14990.821799565625,46194.32834489075,0.7517364331337175,54281.015671564994,0,0.6151382234783858,1,1
app,74.59154143541448,mid,70882.67756108209,0,20011.531802673107,3998.92918147488,7612.89898341355,11611.82816488843,0.5802568378767157,9094.363965325105,2,0.4246187452729902,1,1
web,181.03119319878948,mid,61478.977274308,16,37350.656752913084,5196.392743557325,857.3885050908065,6053.781248648132,0.1620796466497468,60270.509407335514,1,0.6812130270735678,1,0
web,34.0178529533202,low,157702.56004118072,18,83228.31141568032,18510.411756817804,660.1699539822072,19170.581710800012,0.23033726606627092,93519.52730415681,1,0.6864417009438037,0,0
whatsapp,32.778193363477314,mid,195053.57868926326,12,46320.05185109727,15051.021280389032,15287.732812078319,30338.754092467352,0.6549810045549131,18482.752064723754,0,0.7933768999979068,1,0
web,16.22192335656027,high,51436.7701980969,22,57338.918730944475,36912.37194977058,31874.753966403638,68787.12591617422,1.199658581616249,65220.26358272698,0,0.4118797751791401,1,1
whatsapp,217.2038922443392,mid,96669.67233619081,14,37784.863143605704,15067.679482923068,21304.840400496105,36372.51988341917,0.9626214536011746,29960.505012517115,0,0.9005131670818094,1,0
web,68.48032292142415,mid,109512.38328052906,23,35928.50831264813,3612.7893853622977,3074.3372957400047,6687.126681102302,0.18612313717316764,39609.11079774836,1,0.814993649230286,0,0
whatsapp,140.27341030090915,high,110013.2519101724,11,19726.445186905337,12845.107360646758,4924.891031030125,17769.998391676883,0.9008211172012296,13065.703911105855,1,0.9621369542221423,1,0
app,41.307022782684555,mid,122965.69244072874,20,33592.587633015006,4860.922358344366,2797.967059596787,7658.889417941153,0.22799343419480875,52454.322135649556,0,0.7515445782848051,0,0
web,44.656103946863716,high,90860.8174980668,16,50861.94731491197,14111.202728543007,20714.932392255945,34826.13512079895,0.6847188705767159,10916.448908997803,1,0.5764445483008256,0,1
whatsapp,64.32292706617532,mid,101278.97422631664,2,21015.196821314712,9836.698321147278,3193.4765346088693,13030.174855756148,0.6200358229593292,9507.288392164928,2,0.7715471760553537,1,1
whatsapp,65.81473260585221,low,104705.32538220045,6,22438.13576097164,12457.884206244287,10286.545548019354,22744.42975426364,1.0136505989871387,27563.45389915956,1,0.8008035076293322,1,0
web,108.54530266609802,mid,49425.13183888801,1,44785.506919949505,7884.039075073028,5815.017015419898,13699.056090492926,0.30588145658323995,61218.11339608827,1,0.8545808715960348,1,0
web,70.00780201140452,low,269793.68631524016,1,54904.714558006825,3445.162793481863,13671.636602356937,17116.7993958388,0.311754637714306,15092.425189534004,3,0.7113403530287975,0,1
app,49.252040144930646,mid,163082.63508482333,5,99463.068472966,24308.224146397657,12839.872458605118,37148.09660500278,0.37348633191524355,139181.65364139096,0,0.6422574571116797,0,0
web,219.891965205149,low,189112.96141142756,3,31663.102822246088,4259.574463596304,2980.120504953005,7239.694968549309,0.22864767894644844,17819.37534140028,0,0.7308301860169096,0,0
app,30.65241929585939,high,125864.02984064819,15,32095.219791576834,14992.565186000054,7880.9591207646345,22873.524306764688,0.7126769797902329,14941.146864851913,0,0.7444240591418674,1,0
whatsapp,34.18514669487542,high,344777.6178454118,14,55038.791938567134,32324.076139498564,27258.92992960039,59583.00606909895,1.0825638421643402,13000.895677771146,1,0.8866264561945616,1,0
whatsapp,31.053805749276442,low,13835.290429746368,9,48305.166309954,10591.86090692165,5790.25150056943,16382.11240749108,0.3391378947414016,52416.70591908841,0,0.6815667443211074,0,0
whatsapp,111.5214366617239,low,112088.91526365967,13,31916.388071613186,12483.538169379646,4365.969701052409,16849.507870432055,0.5279265257906237,49605.725084847014,1,0.5160264626282124,1,0
sms,92.61173022398664,high,60188.78869447018,8,35804.682645004,8702.580155104426,6704.578162662676,15407.158317767102,0.43031126600187686,45538.089228633355,1,0.7502165485299294,1,0
app,58.81036543354241,low,117404.7371125628,14,26525.728556812384,495.50642757199034,6885.84363089913,7381.350058471121,0.2782713410740769,46642.606906000394,2,0.9620844724178429,0,1
app,29.609328664427423,mid,239579.10402668212,6,20373.072084396812,3271.811523038522,2235.1679773155556,5506.979500354078,0.2703067793379932,23661.531472923714,0,0.8835484769550384,1,0
app,74.350850927327,low,155671.01501727698,6,33942.81252305783,3419.0366561330793,5562.3035298669765,8981.340186000056,0.26460212099097286,7337.48960515272,1,0.7583169795556883,1,0
sms,122.55903383165035,mid,105314.60677870146,7,77755.32037986981,14892.80234318351,13563.493401752874,28456.295744936382,0.3659723296864387,135178.41477144303,0,0.5418241768938961,1,0
whatsapp,186.01161124069736,mid,253572.25522827992,18,25354.580463720864,1073.3651706571932,2491.5550294789323,3564.9202001361255,0.14060261045285552,47003.35335364421,1,0.4419803351451237,1,0
app,39.80279999798276,mid,179119.1000652131,17,17720.793727490698,6159.508602391771,4554.917934239005,10714.426536630777,0.6046245276253753,31399.602318691286,0,0.7438244564192596,1,0
app,58.6482059558889,mid,146422.37272439324,16,21985.662166068938,11539.38628772237,7078.214114319733,18617.600402042102,0.8468064441913942,11922.745498209031,1,0.19453904374858727,0,0
app,91.96564255229873,mid,144128.39266570486,17,47372.997436953934,21633.996977258117,7521.737752392082,29155.734729650198,0.6154504951571184,93939.94777679318,0,0.6473384635929365,1,1
whatsapp,48.843381923550204,mid,173149.28638027658,18,44998.94094152671,11650.947484987684,12067.440395838403,23718.387880826085,0.5270876910558103,86864.04681170914,0,0.8887522750041075,0,0
web,19.083760197650424,high,74717.82023373496,20,68553.30955616047,15891.148274852236,17042.929638238267,32934.0779130905,0.48041557915026895,119384.01953124971,0,0.887065926778861,0,0
sms,58.88225367786955,high,68745.96330081459,7,61745.899282409446,27021.781719606886,12502.37574978497,39524.15746939185,0.640109836098083,76958.57088433251,0,0.945786688426032,1,0
app,21.66698380108827,high,56257.534064662184,12,42141.57913071053,3841.0683912230356,22427.97500294519,26269.043394168224,0.6233521366793003,23458.711286851747,2,0.9750645692122144,1,0
web,129.87860543637174,low,76840.53202098148,10,50275.66470427385,16519.075028455154,9809.798757637198,26328.87378609235,0.5236902175428458,27585.548993908484,0,0.3970540003774186,0,0
sms,52.10482129173209,mid,244712.52178893806,18,24966.921126832534,9474.909890329125,4902.029619152402,14376.939509481526,0.5758395052576304,28309.557481681746,2,0.6231694616223217,1,0
web,63.5611152698337,low,96702.22441893572,6,51258.1968327989,8260.393628114574,16733.032697372535,24993.42632548711,0.48759862558205347,92601.62662789281,0,0.5659183745657617,1,0
whatsapp,34.99302414793305,low,247602.63372428302,4,34392.268497935176,3767.3748748771795,1182.965594640572,4950.340469517751,0.14393759660881217,30581.47964200859,0,0.8765084827231675,1,0
app,65.48341138942511,mid,73313.89903827217,4,55567.952336560564,22515.656935832925,11042.096622435842,33557.75355826877,0.6039048074872047,60524.46997722387,2,0.8291025612614462,1,1
app,156.8872909069407,low,199459.49708065993,7,44772.212790202626,7096.549083402332,4334.044335828817,11430.593419231149,0.2553055278458891,42737.38883661626,0,0.5182600105975252,1,0
app,139.68872429599938,mid,220754.53910750384,9,28661.829412113235,5871.506366539395,2516.901255063833,8388.407621603228,0.2926682557833545,43823.35061535419,0,0.9455429186921427,1,0
web,25.0994334185634,high,118697.36739933332,4,20947.743398308117,649.415394265768,4421.438138430319,5070.853532696086,0.2420715891099584,7922.340406317331,0,0.6513546225817174,0,0
sms,5.0,mid,95784.82974866152,14,28278.573236972345,2231.4241696542504,5204.1954885415125,7435.619658195763,0.2629418251014937,42310.07347745035,1,0.4479659039995639,0,0
sms,59.242803606945714,mid,65474.403734438245,22,39827.75420893758,16306.905449274376,26322.989259119873,42629.89470839425,1.070356477665212,64268.166956295,0,0.6734189960940818,0,1
app,52.39562317644564,low,185982.79375565748,15,24148.38952559373,9199.69988867996,3612.67191085784,12812.3717995378,0.5305683754172748,35915.65220915351,0,0.8866473339991879,0,0
whatsapp,49.82543303024181,mid,93619.35194232769,9,33643.235088202135,6968.427342576271,8244.015650077727,15212.442992653998,0.4521694466293651,47729.737928767776,1,0.5087227510483064,1,0
sms,42.02129647612863,high,86483.77329302338,23,62557.17546539008,22535.109438024338,3638.365898212272,26173.47533623661,0.4183928564792244,56464.61336441688,0,0.7027833859464063,0,0
web,24.544545751860618,mid,134143.90039898668,7,65346.00357009344,19159.319703771234,2840.436941015002,21999.756644786237,0.336665678738688,69949.65507999601,1,0.6393454796337117,0,0
whatsapp,268.87400915720855,mid,156009.6939919351,18,46123.905873575895,13032.36753054204,1425.9255940817854,14458.293124623826,0.3134663652348422,26812.52827197182,0,0.8111580330742423,1,0
sms,217.07440169044307,high,63262.95638119872,3,71800.0273064439,29018.52721281868,12639.427417222687,41657.954630041364,0.580194133523716,103822.75229722561,0,0.8371519910821573,1,0
web,48.09284393573695,mid,133831.51134578802,13,19289.494426822177,2309.9193027296706,2962.7838690352964,5272.703171764967,0.27334584593535205,11116.356609722225,1,0.8365154542391282,1,0
app,73.56287867034499,low,221324.40131357886,7,69478.10354213166,27721.979688145206,4005.517783596396,31727.4974717416,0.4566546272021081,83675.46875000396,0,0.7941669172667667,0,0
app,131.4716417029437,low,55594.39976459648,20,18399.59082239156,8427.200230420547,3638.007071059459,12065.207301480006,0.6557323702436434,28418.23451375401,0,0.5461252528116047,1,0
app,73.3810074034499,mid,188260.8376137788,13,36498.19992531732,4168.737262704397,5694.820732716283,9863.55799542068,0.2702477934693632,19418.064696237587,0,0.7974240770950559,1,0
whatsapp,44.96147961911181,mid,187356.77671159795,11,24186.770209002152,3628.071102955415,6576.350832198516,10204.421935153932,0.4219009750775205,16629.71196145121,1,0.8268717417215402,1,0
whatsapp,19.442707514749348,high,196508.84805182426,0,52545.98605571377,4637.384500930001,8089.689478378751,12727.073979308752,0.24220830047445324,52036.777529757106,0,0.8091603347773396,0,0
web,67.2998822902587,mid,159826.89740673543,22,16598.121622135186,7536.528557930294,2597.8430535498105,10134.371611480105,0.6105734035569994,22654.33680479259,1,0.8170013867370216,1,0
whatsapp,21.998085090911466,low,155058.1676054967,18,15026.44576002734,7349.44365740118,2701.6179415956544,10051.061598996834,0.6688914836889909,11747.910120714421,1,0.7577315665046823,1,0
whatsapp,149.75532037131413,mid,184708.83778329217,17,26180.56835444424,13544.067439681314,7653.910692284464,21197.978131965778,0.8096836495288441,13616.206500787132,2,0.8755672033426514,1,0
app,65.01374707334482,high,133705.40140260058,11,25270.650411381954,7402.893898771003,8289.115017981476,15692.008916752478,0.6209578566954796,12131.290789124358,0,0.5060888701664921,0,0
app,97.3362826019148,low,82606.55213131345,9,27296.986323257166,8537.143451208565,3221.5916454822545,11758.73509669082,0.43077045053403273,18369.080601339254,1,0.5199279020115437,1,1
sms,51.13115225785364,low,81420.6138103535,20,25913.459206181637,10547.519244797093,5241.2080820591,15788.727326856193,0.6092867494544998,24055.366475680778,0,0.5916115064652181,1,1
whatsapp,119.31768645798756,mid,103151.03339764272,0,51208.08452971477,18391.402282904975,8569.569753712321,26960.9720366173,0.5264983504894138,18808.79306900741,0,0.7413365009200236,1,0
whatsapp,39.07890004316725,high,166064.86478063278,13,34809.08541723323,16492.841172908014,5319.950878751025,21812.79205165904,0.6266407689315501,66619.8735004863,0,0.795802455628442,1,0
web,82.8633034967254,high,104994.55647542051,8,78790.39460270043,23477.244223838305,5952.957307288733,29430.201531127037,0.37352524605985865,157435.10813315076,0,0.7352482693995044,1,0
app,49.59914603845168,high,95002.65648281015,14,40759.17758129502,14390.495214361454,1796.7649127683085,16187.260127129763,0.3971439338991553,72070.98262670985,0,0.8843435932667991,0,0
whatsapp,55.85723241835885,mid,195525.7706196973,20,56451.27186825281,4321.304402189797,3726.418366883779,8047.722769073576,0.1425605217160656,95366.70939883604,0,0.6187775649553252,1,0
app,130.29900363270053,high,120804.70538670427,21,48528.82683686763,28814.78241728786,6943.177240759657,35757.95965804752,0.7368395650331689,47190.95972879629,0,0.5687814696251925,1,0
whatsapp,34.75328822706386,low,44573.7727023656,22,23176.04766992097,15412.98875550002,5978.150257591262,21391.139013091284,0.9229847693510647,18696.449113291004,0,0.713997468104417,1,0
whatsapp,87.06577491293162,low,56310.33610062385,13,27989.86618068958,10979.830429678228,7358.493382408851,18338.32381208708,0.6551772592874642,27406.20816598528,0,0.5814145491719225,1,1
app,161.8705783167183,mid,51762.40239065043,8,59699.2594752762,13302.442344401388,15448.73037088691,28751.172715288296,0.48160015665178024,13969.09612264625,1,0.5257280129884597,1,1
app,127.0619027617883,mid,106586.66750736794,10,14942.060932416965,3730.6760264750383,1945.1170323265692,5675.793058801608,0.3798534274805367,7284.917514825283,0,0.8520980123577159,1,0
sms,40.054242915543995,mid,57789.08066509197,4,46320.12779483619,6912.407890901977,15464.618309704698,22377.026200606677,0.48309508772774346,54823.17455997655,0,0.8523548668435277,1,0
app,95.81780249243907,low,95711.26681237618,11,33218.90353252993,11765.242389898096,6039.094692614193,17804.33708251229,0.5359700408256168,62080.280282887165,0,0.9016982932310867,1,1
app,11.868082810114265,low,78371.7027264325,15,25023.128060039926,15961.662688322991,5200.943048612363,21162.605736935355,0.845721833263942,46772.04852732427,0,0.6966585112508377,1,1
app,133.328139872799,high,38854.804928001104,19,31788.43268267531,7256.795046986467,6771.902436825821,14028.697483812288,0.44131453802244003,47234.883238807146,0,0.7529970094357209,1,1
whatsapp,316.7290831822748,high,55461.66452718231,2,81648.23436669882,14621.112035150996,3771.3692952045117,18392.48133035551,0.225264899761961,87593.66689180072,2,0.9827762168157219,1,0
web,83.50194280053758,low,252988.32779079903,4,15338.373093425284,5274.98517622692,6659.0992278250005,11934.08440405192,0.7780541216048139,10456.107199375361,0,0.8546385804178566,1,1
whatsapp,167.26668439584626,mid,88292.59285493137,18,19745.05354589654,2120.1684149018747,3056.6629764442396,5176.831391346114,0.262183709925769,18664.020286517578,1,0.4510153020476753,1,0
